Date Raised,Town/City,Postcode,Flooding Category,Feedback Responsibility,Feedback Cause
2023-11-30,SALTASH,PL12 5NQ,External outside bounday of property,Sewerage,Sewer condition
2023-11-30,SEATON,EX12 2HP,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-11-30,NORTH TAWTON,EX20 2EB,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-30,HELSTON,TR12 7HT,External inside boundary of property,Sewerage,Hydraulic Overload
2023-11-29,PLYMOUTH,PL5 3LG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-29,SALTASH,PL12 5NH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-29,TORQUAY,TQ2 7LE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-29,TORQUAY,TQ1 2HF,External outside bounday of property,Sewerage,Blockage - Roots
2023-11-29,REDRUTH,TR15 2LF,External inside boundary of property,Private,Blockage non sewage debris
2023-11-29,PENRYN,TR10 8AF,External outside bounday of property,Sewerage,Sewer condition
2023-11-29,NEWTON ABBOT,TQ12 4JX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-28,EXETER,EX5 2TS,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-28,SIDMOUTH,EX10 9HX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-28,CALLINGTON,PL17 8BJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-28,LISKEARD,PL14 3TD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-28,IVYBRIDGE,PL21 9AG,External inside boundary of property,Sewerage,Sewer condition
2023-11-27,PLYMOUTH,PL6 6TF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-27,PLYMOUTH,PL5 4PB,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-27,PLYMOUTH,PL5 2AT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-27,PLYMOUTH,PL1 3JP,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-27,TORQUAY,TQ2 7SD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-27,PLYMOUTH,PL7 2GN,External inside boundary of property,Sewerage,Blockage - Fat
2023-11-27,PLYMOUTH,PL7 2GH,External inside boundary of property,Sewerage,Blockage - Fat
2023-11-27,FALMOUTH,TR11 2BD,External inside boundary of property,Sewerage,Blockage - Fat
2023-11-26,PLYMOUTH,PL5 2DF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-26,PLYMOUTH,PL7 1QS,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-26,FALMOUTH,TR11 2QF,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-25,HELSTON,TR13 8JL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-25,EXETER,EX2 8FY,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-25,EXETER,EX2 8FY,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-25,BRIXHAM,TQ5 0DY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-24,PLYMOUTH,PL5 2AU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-24,SALTASH,PL12 4TX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-24,EXETER,EX6 6JU,External outside bounday of property,Sewerage,Sewer condition
2023-11-24,REDRUTH,TR15 1JU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-24,ST. IVES,TR26 2BZ,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-11-23,ST. AUSTELL,PL26 6RX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-23,EXETER,EX5 2EF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-23,BIDEFORD,EX39 4LG,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-23,BODMIN,PL31 1BN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-23,NEWTON ABBOT,TQ13 7BS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-23,REDRUTH,TR16 6HW,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-23,PENRYN,TR10 8AF,External outside bounday of property,Sewerage,Sewer condition
2023-11-23,BRIXHAM,TQ5 9PZ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-22,PLYMOUTH,PL6 8SY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-22,LOOE,PL13 1ND,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-22,SALTASH,PL12 5EA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-22,NEWTON ABBOT,TQ13 0EP,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-22,PAIGNTON,TQ4 6NX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-22,TORQUAY,TQ1 3JN,External outside bounday of property,Sewerage,Blockage - Fat
2023-11-22,TRURO,TR3 7AH,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-22,BIDEFORD,EX39 5TA,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-22,FALMOUTH,TR11 2TR,Internal Flooding,Private,Blockage non sewage debris
2023-11-22,MARLDON,TQ3 1NN,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-21,NEWQUAY,TR7 2HR,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-21,PAR,PL24 2EY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-21,SLADESBRIDGE,PL27 6JA,External outside bounday of property,Sewerage,Potential Collapse - Sewer DON'T USE FOR GSS CAUSE
2023-11-21,NEWTON ABBOT,TQ13 7AQ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-20,PLYMOUTH,PL6 7UD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-20,ST. AUSTELL,PL25 5AL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-20,PAR,PL24 2EB,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-20,DELABOLE,PL33 9AD,External inside boundary of property,Sewerage,Blockage - Fat
2023-11-20,LAUNCESTON,PL15 8BX,External inside boundary of property,Private,Sewer condition
2023-11-20,NEWTON ABBOT,TQ13 7AX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-20,PLYMOUTH,PL3 5BQ,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-20,PLYMOUTH,PL1 5ES,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-20,TRURO,TR3 7AN,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-20,PLYMOUTH,PL9 9LA,External inside boundary of property,Sewerage,Third Party Damage
2023-11-20,PENZANCE,TR19 6PH,External outside bounday of property,Sewerage,Damaged Cover
2023-11-20,TRURO,TR2 5RD,External outside bounday of property,Sewerage,Hydraulic Overload Pumping Station
2023-11-19,ST. AUSTELL,PL25 4QT,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-19,CULLOMPTON,EX15 3DZ,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-11-19,HONITON,EX14 3BE,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-19,TORQUAY,TQ2 6NF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-19,CAMBORNE,TR14 0HA,External outside bounday of property,Sewerage,Sewer condition
2023-11-19,HELSTON,TR13 8JE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-18,BARNSTAPLE,EX31 1BP,Internal Flooding,Private,Blockage Paper/Rag
2023-11-18,CULLOMPTON,EX15 1AX,Internal Flooding,Private,Blockage Paper/Rag
2023-11-18,HONITON,EX14 3NZ,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-11-18,NEWTON ABBOT,TQ13 7BS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-18,TRURO,TR1 1LJ,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-17,PLYMOUTH,PL6 5DN,External outside bounday of property,Sewerage,Blockage - Roots
2023-11-17,PLYMOUTH,PL2 2QP,External outside bounday of property,Sewerage,Blockage - Roots
2023-11-17,ST. AUSTELL,PL26 7AY,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-17,SIDMOUTH,EX10 9JG,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-17,PLYMOUTH,PL1 5LL,Internal Flooding,Private,Sewer condition
2023-11-17,TORQUAY,TQ2 7PF,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-16,PLYMOUTH,PL5 2RH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-16,EXMOUTH,EX8 2DA,External outside bounday of property,Sewerage,Equipment Failure
2023-11-16,PLYMOUTH,PL3 4SQ,External inside boundary of property,Sewerage,Sewer condition
2023-11-16,HELSTON,TR12 7JS,External inside boundary of property,Sewerage,Hydraulic Overload
2023-11-16,TOTNES,TQ9 6JD,External inside boundary of property,Sewerage,Hydraulic Overload
2023-11-16,PAIGNTON,TQ3 3YN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-16,NEWTON ABBOT,TQ12 3SF,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-15,TRURO,TR3 7AH,External outside bounday of property,Sewerage,Sewer condition
2023-11-15,TRURO,TR3 7AH,External outside bounday of property,Sewerage,Sewer condition
2023-11-15,REDRUTH,TR16 5LH,Internal Flooding,Private,Sewer condition
2023-11-15,PLYMOUTH,PL7 2YT,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-15,IVYBRIDGE,PL21 0HX,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-15,PENRYN,TR10 8JH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-15,EXETER,EX4 2HX,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-15,KINGSBRIDGE,TQ7 1FD,External outside bounday of property,Sewerage,Blockage - Fat
2023-11-14,ST. AUSTELL,PL26 6JG,External inside boundary of property,Sewerage,Sewer condition
2023-11-14,EXMOUTH,EX8 4BD,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-14,PLYMOUTH,PL3 5BN,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-14,REDRUTH,TR16 5TX,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-14,BIDEFORD,EX39 3AU,External inside boundary of property,Unknown but not Public,Hydraulic Overload
2023-11-14,BIDEFORD,EX39 2AZ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-14,NEWQUAY,TR8 5HE,Internal Flooding,Private,Blockage - Roots
2023-11-14,EXETER,EX4 9EJ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-13,ST. AUSTELL,PL26 7AY,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-13,FOWEY,PL23 1EL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-13,FOWEY,PL23 1EL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-13,PLYMOUTH,PL1 4AW,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-13,PAIGNTON,TQ3 2DJ,External inside boundary of property,Sewerage,Blockage - Fat
2023-11-13,TORQUAY,TQ1 3AY,External inside boundary of property,Private,Unknown But Not Public
2023-11-13,TRURO,TR3 7AH,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-13,TRURO,TR3 7AH,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-13,PLYMOUTH,PL7 2EU,External outside bounday of property,Sewerage,Blockage - Roots
2023-11-13,PLYMOUTH,PL7 1QY,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-13,ST IVES,TR26 2GE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-13,EXETER,EX4 3BU,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-13,TEIGNMOUTH,TQ14 9AB,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-13,NEWTON ABBOT,TQ12 3FJ,External outside bounday of property,Sewerage,Pump Station Breakdown
2023-11-12,PLYMOUTH,PL6 8TG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-12,EXMOUTH,EX8 5BT,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-11-12,PLYMOUTH,PL4 7JA,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-12,PENZANCE,TR20 9HW,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-12,PENZANCE,TR20 9HW,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-12,ST. AGNES,TR5 0RA,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-11,LISKEARD,PL14 3QN,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-11,LOOE,PL13 2RB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-11,BRAUNTON,EX33 1AR,Internal Flooding,Private,Blockage - Roots
2023-11-11,PLYMOUTH,PL4 7HL,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-11-11,PLYMOUTH,PL7 4RH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-11,PENZANCE,TR18 2JG,Internal Flooding,Private,Blockage non sewage debris
2023-11-11,FALMOUTH,TR11 2NW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-10,ST. AUSTELL,PL25 5NF,External inside boundary of property,Sewerage,Planned Work
2023-11-10,LOSTWITHIEL,PL22 0BU,External outside bounday of property,Sewerage,Hydraulic Overload Pumping Station
2023-11-10,TIVERTON,EX16 6BU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-10,NEWTON ABBOT,TQ13 0PP,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-11-10,REDRUTH,TR15 2JH,Internal Flooding,Private,Blockage Paper/Rag
2023-11-10,BIDEFORD,EX39 3DG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-10,BIDEFORD,EX39 2RA,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-10,BIDEFORD,EX39 1XY,External inside boundary of property,Sewerage,Equipment Failure
2023-11-10,IVYBRIDGE,PL21 0JN,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-10,FALMOUTH,TR11 2NP,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-10,DARTMOUTH,TQ6 9QT,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-09,BARNSTAPLE,EX32 8NA,Internal Flooding,Private,Blockage non sewage debris
2023-11-09,HONITON,EX14 1HH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-09,TRURO,TR3 7AH,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-09,REDRUTH,TR16 4HA,Internal Flooding,Sewerage,Blockage Paper/Rag
2023-11-09,PLYMOUTH,PL9 0ER,External outside bounday of property,Sewerage,Blockage - Roots
2023-11-08,PLYMOUTH,PL6 7EE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-08,LISKEARD,PL14 4LR,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-08,LISKEARD,PL14 3JU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-08,WOOLACOMBE,EX34 7BA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-08,PLYMOUTH,PL3 4SQ,External inside boundary of property,Sewerage,Blockage - Silt
2023-11-08,REDRUTH,TR16 6PA,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-08,CAMBORNE,TR14 7LR,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-08,FALMOUTH,TR11 2AF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-08,TOTNES,TQ9  5RY,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-07,FOWEY,PL23 1HF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-07,BARNSTAPLE,EX31 4HT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-07,COLYTON,EX24 6HB,External outside bounday of property,Sewerage,Suspected Hydraulic Overload
2023-11-07,TRURO,TR3 7AH,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-07,TAVISTOCK,PL19 0EE,External outside bounday of property,Sewerage,Blockage - Roots
2023-11-07,NEWTON ABBOT,TQ12 4AH,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-06,PLYMOUTH,PL2 3JB,External outside bounday of property,Sewerage,Blockage - Silt
2023-11-06,NEWQUAY,TR7 2QY,Internal Flooding,Private,Blockage non sewage debris
2023-11-06,TORQUAY,TQ1 4QR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-06,TORQUAY,TQ1 2HH,External outside bounday of property,Sewerage,Blockage - Silt
2023-11-06,YELVERTON,PL20 7TZ,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-06,KINGSBRIDGE,TQ7 1NF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-05,EXMOUTH,EX8 1LH,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-05,SEATON,EX12 2SB,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-05,ASHBURTON,TQ13 7AU,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-05,REDRUTH,TR16 5JS,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-05,FALMOUTH,TR11 3NX,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-11-05,EXETER,EX4 4NS,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-05,PAIGNTON,TQ3 3GD,External outside bounday of property,Sewerage,Blockage - Fat
2023-11-04,ST. AUSTELL,PL26 8UD,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-04,ST. AUSTELL,PL26 8UD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-04,ST. AUSTELL,PL26 8UD,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-11-04,BUDE,EX23 8NY,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-04,HONITON,EX14 1QW,Internal Flooding,Sewerage,Hydraulic Overload Pumping Station
2023-11-04,LIFTON,PL16 0DX,External inside boundary of property,Sewerage,Sewer condition
2023-11-04,PENZANCE,TR20 8HT,External outside bounday of property,Sewerage,Blockage - Fat
2023-11-04,TRURO,TR1 1JU,External inside boundary of property,Sewerage,Blockage - Roots
2023-11-03,ST. AUSTELL,PL26 8UH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-03,PLYMOUTH,PL3 6HF,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-03,TRURO,TR3 7AH,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-03,TRURO,TR3 6NE,Internal Flooding,Private,Sewer condition
2023-11-03,EXETER,EX2 8XN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-11-03,EXETER,EX2 4DZ,Internal Flooding,Private,Unknown But Not Public
2023-11-02,ST. AUSTELL,PL26 6JH,External outside bounday of property,Sewerage,Hydraulic Overload
2023-11-02,EXETER,EX5 1BT,External inside boundary of property,Sewerage,Hydraulic Overload
2023-11-02,HONITON,EX14 1QW,Internal Flooding,Sewerage,Hydraulic Overload Pumping Station
2023-11-02,BUCKFASTLEIGH,TQ11 0EA,External inside boundary of property,Sewerage,Hydraulic Overload
