Date,Part Postcode,Water Type,Compensation Claimed Y/N,Compensation Amount,Incident Type,Cause,Depth of Flood
2020-09-04 09:18:26,L31,Sewer,Y,76.84,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-04 11:32:53,,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-04 11:57:26,WA9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-04 12:29:04,CA2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-04 12:55:35,L3,Sewer,N,0.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-04 13:17:38,SK9,Sewer,Y,307.94,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-04 13:21:11,WN8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-04 13:29:54,FY3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-04 14:29:39,SK6,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-04 18:50:30,OL4,Sewer,Y,140.67,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-05 00:00:00,BB1 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-05 00:00:00,BL6 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-05 00:00:00,M18 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-05 00:00:00,PR7 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-05 00:00:00,WN8 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-05 00:00:00,FY1 4,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-05 00:00:00,M16 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-05 12:26:35,FY3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-05 13:59:53,WA10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-05 13:59:53,WA10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-05 14:17:35,FY8,Sewer,Y,289.96,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-09-05 15:08:26,SK8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-05 19:00:52,,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-06 00:00:00,BB3 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-06 00:00:00,FY8 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-06 00:00:00,FY8 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-06 00:00:00,L23 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-06 00:00:00,WA5 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-06 00:00:00,OL6 8,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-06 13:41:53,SK15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-06 17:12:06,M25,Sewer,Y,1000.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-06 17:47:21,L36,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-06 18:33:19,SK2,Sewer,Y,238.28,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-07 00:00:00,BL1 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,FY7 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,L15 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,L5 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,L9 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,M26 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,M8 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,OL8 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,PR1 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,SK13 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,SK5 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,SK6 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,WA10 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,WN7 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-07 00:00:00,L4 4,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-07 00:00:00,LA14 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-07 00:00:00,M16 8,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-07 00:00:00,M44 6,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-07 00:00:00,PR7 3,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-07 09:02:14,M30,Sewer,Y,369.33,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-09-07 12:04:52,CH41,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-07 13:10:01,CH2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-07 13:32:20,M38,Sewer,Y,158.29,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-07 17:26:36,LA9,Sewer,N,0.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-07 17:37:31,L37,Sewer,Y,256.43,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-07 17:58:15,SK8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-08 00:00:00,BB2 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-08 00:00:00,CW1 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-08 00:00:00,CW9 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-08 00:00:00,L36 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-08 00:00:00,M16 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-08 00:00:00,PR9 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-08 00:00:00,WA4 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-08 00:00:00,BB8 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-08 10:33:02,SK15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-08 10:44:40,WA8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-08 10:51:58,L20,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-08 11:17:59,SK15,Sewer,Y,111.27,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-08 11:28:39,BB5,Sewer,Y,78.29,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-08 14:18:42,FY3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-08 14:18:42,FY3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-08 17:09:02,L4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-08 18:47:40,CH43,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 00:00:00,BL4 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,BL9 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,CH45 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,CH65 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,L12 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,M20 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,M40 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,M44 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,SK8 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,WN5 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,WN7 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-09 00:00:00,BB12 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-09 00:00:00,L27 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-09 00:00:00,OL13 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-09 08:17:26,M28,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 09:05:18,M5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 09:35:29,SK6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 09:54:48,M19,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 11:40:19,CW3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 11:40:27,L39,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 11:40:27,L39,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 13:16:22,CA11,Sewer,Y,275.28,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 15:11:31,CW9,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-09-09 18:58:12,BL3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 20:00:19,L35,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-09 21:08:03,M46,Sewer,Y,136.16,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-10 00:00:00,CA27 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-10 00:00:00,L17 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-10 00:00:00,M41 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-10 00:00:00,M46 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-10 00:00:00,OL9 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-10 00:00:00,SK14 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-10 00:00:00,M40 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-10 00:00:00,WN1 1,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-10 09:27:31,BL6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-10 09:31:17,M38,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-10 09:31:17,M38,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-10 09:33:48,PR2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-10 10:00:30,OL3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-10 10:36:18,SK6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-10 11:43:44,M25,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-10 12:15:40,,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-10 15:45:56,PR8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-10 16:46:24,CW6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-11 00:00:00,CH44 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,FY1 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,FY1 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,L9 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,M19 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,M26 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,PR25 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,PR7 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,PR8 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,SK12 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,WA16 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,WN5 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-11 00:00:00,L20 9,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-11 00:00:00,M44 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-11 10:15:27,SK11,Sewer,Y,158.29,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-11 10:47:32,WN7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-11 12:40:31,SK8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-11 13:40:52,PR4,Sewer,Y,250.27,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-11 13:53:06,OL8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-11 13:57:55,SK14,Sewer,Y,106.41,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-11 15:01:57,SK23,Sewer,Y,184.06,Internal,UU Responsibility,Major Spill - 50mm +
2020-09-11 15:24:52,WA16,Sewer,Y,299.58,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-11 16:00:17,OL6,Sewer,Y,103.82,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-11 17:20:09,CH46,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-12 00:00:00,M24 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-12 00:00:00,CA14 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-12 00:00:00,OL3 6,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-12 00:00:00,WA7 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-12 01:32:25,M32,Sewer,N,0.0,Internal,UU Responsibility,Major Spill - 50mm +
2020-09-12 08:09:45,CW6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-12 08:09:45,CW6,Sewer,Y,75.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-12 08:09:45,CW6,Sewer,Y,161.69,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-12 11:11:36,WN2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-12 11:23:29,LA11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-12 11:58:17,WA7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-12 12:40:23,SK10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-12 18:17:00,M34,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-12 18:29:59,BB12,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-13 00:00:00,BL8 1,Sewer,N,0.0,Communal External Flood,Private - Not UU,
2020-09-13 00:00:00,FY1 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-13 00:00:00,M41 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-13 00:00:00,M6 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-13 00:00:00,OL11 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-13 10:01:25,M29,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-09-13 11:32:46,L9,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-09-13 12:00:29,OL6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-13 12:23:25,WA1,Sewer,Y,275.32,Internal,UU Responsibility,Major Spill - 50mm +
2020-09-13 13:53:09,PR5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-13 15:07:47,SK11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-13 15:07:47,SK11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-13 16:29:40,LA9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-13 20:12:49,CW2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 00:00:00,BB10 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,BL9 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,CA10 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,FY8 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,L36 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,L4 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,M25 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,M27 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,M28 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,M34 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,PR3 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,SK14 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,SK6 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-14 00:00:00,BL6 6,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-14 00:00:00,CH44 4,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-14 00:00:00,LA21 8,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-14 00:00:00,OL5 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-14 00:00:00,OL5 9,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-14 00:00:00,SK11 8,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-14 09:12:52,WA15,Sewer,Y,140.84,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 09:12:52,WA15,Sewer,Y,205.09,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 09:12:52,WA15,Sewer,Y,208.88,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 09:15:18,M26,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 10:16:45,BL9,Sewer,Y,244.05,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 10:36:00,L17,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 10:45:10,OL16,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-09-14 10:52:49,LA21,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 10:54:37,OL9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 11:08:30,BB5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 14:43:17,WN2,Sewer,Y,101.97,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 14:48:56,M24,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 14:54:17,CA15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 15:39:37,M11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 17:02:40,BB12,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-09-14 17:51:01,SK6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-14 20:00:47,OL4,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 00:00:00,BL4 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-15 00:00:00,L4 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-15 00:00:00,L9 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-15 00:00:00,M21 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-15 00:00:00,M34 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-15 00:00:00,PR25 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-15 00:00:00,SK8 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-15 00:00:00,WN7 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-15 00:00:00,BB10 1,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-15 00:00:00,M14 4,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-15 00:00:00,M4 1,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-15 00:00:00,WN7 1,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-15 10:11:40,M34,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 10:21:00,M34,Sewer,Y,457.84,Internal,UU Responsibility,Major Spill - 50mm +
2020-09-15 10:34:24,L12,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 10:34:24,L12,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 10:45:57,WA11,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-09-15 11:28:51,LA1,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 12:55:29,M20,Sewer,Y,154.88,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 13:08:53,SK9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 15:14:01,OL11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 15:18:30,M25,Sewer,Y,330.19,Internal,UU Responsibility,
2020-09-15 15:28:52,OL4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 16:41:21,FY1,Sewer,Y,1000.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 16:44:26,FY1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 19:52:02,SK10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 20:37:06,WA6,Sewer,Y,224.66,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-15 20:37:06,WA6,Sewer,Y,274.02,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-16 00:00:00,M9 8,Sewer,N,0.0,Communal External Flood,Private - Not UU,
2020-09-16 00:00:00,BB11 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-16 00:00:00,FY4 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-16 00:00:00,L19 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-16 00:00:00,L9 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-16 00:00:00,M24 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-16 00:00:00,WA11 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-16 00:00:00,BB3 2,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-16 00:00:00,OL6 6,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-16 10:02:45,SK9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-16 10:59:43,PR1,Sewer,N,0.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-16 11:05:42,CH43,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-16 13:39:59,M14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-16 15:29:06,L20,Sewer,N,0.0,Internal,UU Responsibility,Major Spill - 50mm +
2020-09-16 15:29:06,L20,Sewer,Y,150.0,Internal,UU Responsibility,Major Spill - 50mm +
2020-09-16 15:34:03,L14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-16 15:34:03,L14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-16 15:39:45,SK4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-16 15:45:12,SK1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-16 16:48:00,WN1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-16 17:54:32,FY4,Sewer,Y,75.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-09-16 21:00:18,OL10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-17 00:00:00,BB11 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-17 00:00:00,CA2 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-17 00:00:00,FY1 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-17 00:00:00,L20 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-17 00:00:00,L25 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-17 00:00:00,L8 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-17 00:00:00,OL12 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-17 00:00:00,WN7 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-09-17 00:00:00,M16 8,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-09-17 09:18:47,FY1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-17 10:11:21,SK11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-17 10:51:23,CA28,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-17 11:24:06,M28,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-17 11:35:14,M28,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-17 12:12:11,M34,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-17 12:41:03,M14,Sewer,N,0.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-09-17 14:08:47,BB2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
