Date,Part Postcode,Water Type,Compensation Claimed Y/N,Compensation Amount,Incident Type,Cause,Depth of Flood
2021-02-26 00:00:00,BB5 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,BL9 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,L13 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,L13 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,M11 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,M14 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,M23 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,M27 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,M38 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,OL4 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,PR8 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,SK7 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,SK8 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,WA2 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,WN1 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-26 00:00:00,BB9 7,Sewer,N,0.0,Internal Flood,Private - Not UU,
2021-02-26 00:00:00,L35 4,Sewer,N,0.0,Internal Flood,Private - Not UU,
2021-02-26 08:19:19,LA15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 08:41:30,SK6,Sewer,Y,171.9,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 08:53:19,M24,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 08:53:19,M24,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 08:53:32,LA9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 09:44:28,SK16,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 09:44:28,SK16,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 10:36:38,LA1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 10:46:04,L8,Sewer,Y,323.37,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 10:47:29,L17,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 10:52:35,M46,Sewer,Y,121.43,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 11:48:08,OL3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 11:53:24,CH42,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 11:53:24,CH42,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 11:56:17,M20,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-02-26 11:56:17,M20,Sewer,Y,493.58,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 13:09:14,M27,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 13:25:19,BL9,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 13:53:24,CW11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 14:34:51,OL4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 14:46:29,M25,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 14:46:29,M25,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 14:46:29,M25,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 14:48:20,WN2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 14:58:31,L20,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 15:19:26,M28,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 15:19:26,M28,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 15:26:33,PR6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 15:26:33,PR6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 15:36:03,WA4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 15:47:22,BL9,Sewer,Y,81.7,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 15:55:36,WN4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 16:08:58,WA5,Sewer,Y,297.15,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2021-02-26 16:45:39,L23,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 17:06:55,M27,Sewer,Y,110.07,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-02-26 17:20:37,OL1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 17:20:37,OL1,Sewer,Y,81.07,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 17:52:03,BB18,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 18:32:52,CA15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 18:44:26,WN2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 20:22:48,PR5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 20:41:24,WN3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-26 22:39:29,CA22,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 00:00:00,BB12 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,BB4 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,CW4 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,L14 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,L14 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,L15 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,L19 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,M14 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,M22 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,M30 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,M35 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,OL5 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,SK16 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,WA10 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,WA10 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,WA12 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,WA9 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,WN2 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 00:00:00,WN8 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-27 08:17:01,BB7,Sewer,Y,374.96,Internal,UU Responsibility,Major Spill - 50mm +
2021-02-27 10:52:35,WA2,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-02-27 11:46:40,M45,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-02-27 12:17:06,PR26,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 12:50:57,LA3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 13:01:24,L31,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 13:33:33,WA8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 13:58:33,SK3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 14:51:16,LA6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 15:01:45,WA1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 15:20:00,OL8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 15:20:00,OL8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 15:20:00,OL8,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-02-27 15:23:50,FY7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 15:23:50,FY7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 15:44:30,PR4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 15:51:08,M25,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 16:10:18,CA14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 16:45:58,L34,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 16:51:24,OL4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 17:19:15,CA28,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-27 17:27:39,BB5,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-02-27 17:55:00,L31,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 00:00:00,BL4 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-28 00:00:00,FY1 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-28 00:00:00,FY5 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-28 00:00:00,LA1 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-28 00:00:00,M40 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-28 00:00:00,WA5 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-02-28 10:54:46,L37,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 10:54:46,L37,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 11:51:41,OL4,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-02-28 11:51:41,OL4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 12:09:42,CA16,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 12:56:48,FY4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 13:08:27,CW1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 13:57:59,SK5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 13:57:59,SK5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 13:58:42,FY4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 15:38:50,WN7,Sewer,Y,90.48,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 16:02:17,WN7,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-02-28 16:02:17,WN7,Sewer,Y,75.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 16:14:32,FY8,Sewer,Y,75.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-02-28 16:52:04,CH41,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 17:14:18,BB9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 19:30:06,M5,Sewer,Y,155.73,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-02-28 19:30:14,CH61,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 00:00:00,BB1 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,BB10 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,BB2 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,BB9 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,BL1 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,L13 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,L18 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,L20 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,L31 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,L32 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,L37 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,L6 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,LA1 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,M14 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,M19 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,M22 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,M23 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,M35 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,M40 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,M40 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,M6 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,M7 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,OL8 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,WA1 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,WA14 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-01 00:00:00,M30 9,Sewer,N,0.0,Internal Flood,Private - Not UU,
2021-03-01 00:00:00,OL7 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2021-03-01 09:20:31,L35,Sewer,Y,102.96,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 09:28:17,,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 09:39:03,L36,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 09:53:08,BB2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 09:53:08,BB2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 10:18:01,OL13,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 10:43:20,WN7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 10:44:30,CH61,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 10:48:59,L31,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 11:28:22,CH63,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 11:38:14,CA3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 11:48:33,SK10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 11:48:33,SK10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 11:57:12,PR2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 12:03:54,L23,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 13:02:21,CW8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 13:23:05,L7,Sewer,Y,249.6,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 13:29:50,ST7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 13:43:25,WA6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 14:03:20,WN5,Sewer,Y,522.51,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 14:34:04,WA9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 14:34:04,WA9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 14:34:04,WA9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 14:46:56,M43,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 15:13:03,OL4,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-03-01 15:17:38,PR5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 15:32:50,M23,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 18:01:53,FY3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 18:03:31,M27,Sewer,Y,81.7,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-01 19:37:35,L14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 00:00:00,BB8 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,BB9 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,CA11 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,FY6 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,M22 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,M24 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,M27 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,M30 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,OL10 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,OL2 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,SK16 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,SK8 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,WA10 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-02 00:00:00,BB2 4,Sewer,N,0.0,Internal Flood,Private - Not UU,
2021-03-02 00:00:00,M41 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2021-03-02 08:25:18,SK1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 09:12:51,M34,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 09:24:55,LA5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 09:54:14,BB4,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 09:55:33,M19,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 09:57:16,LA13,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 10:03:58,LA4,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-03-02 10:16:14,ST7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 10:24:28,M46,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 10:30:26,L8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 10:46:46,M34,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 10:51:37,SK8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 10:59:53,SK16,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 11:27:59,BB18,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 11:33:55,PR4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 12:09:58,CW8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 12:23:50,WA3,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-03-02 13:02:24,CW1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 14:15:45,WA11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 15:45:08,WN7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 16:03:55,M19,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 16:36:27,BB3,Sewer,N,0.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2021-03-02 16:45:57,WA8,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-03-02 16:54:22,WN3,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-03-02 16:54:22,WN3,Sewer,Y,150.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 16:54:22,WN3,Sewer,Y,166.85,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 16:54:22,WN3,Sewer,Y,179.59,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 17:55:02,CA2,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-03-02 17:55:02,CA2,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-03-02 18:17:38,WN1,Sewer,N,0.0,External,UU Responsibility,Moderate Spill - 26 to 50mm
2021-03-02 18:30:13,BL3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-02 19:46:58,CW10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 00:00:00,BB1 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,BL2 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,L20 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,L4 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,LA14 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,LA9 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,M22 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,M24 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,OL11 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,OL8 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,SK14 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,WA11 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,WA7 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 00:00:00,WN8 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-03 08:19:07,WA7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 08:58:30,OL8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 08:58:30,OL8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 09:14:34,OL5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 09:19:23,WA1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 09:37:08,CH49,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 10:06:31,OL11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 13:13:53,SK8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 14:06:57,BL9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 14:24:15,M28,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 14:24:15,M28,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 16:38:17,PR1,Sewer,Y,323.26,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 16:42:58,BB3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-03 18:32:24,M3,Sewer,N,0.0,Internal,UU Responsibility,Major Spill - 50mm +
2021-03-03 19:14:03,OL12,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2021-03-04 00:00:00,BB1 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-04 00:00:00,BB10 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-04 00:00:00,FY7 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-04 00:00:00,FY7 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-04 00:00:00,LA4 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-04 00:00:00,M1 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-04 00:00:00,M16 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-04 00:00:00,M8 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-04 00:00:00,OL10 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-04 00:00:00,SK6 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2021-03-04 00:00:00,M6 6,Sewer,N,0.0,Internal Flood,Private - Not UU,
2021-03-04 00:00:00,SK15 3,Sewer,N,0.0,Internal Flood,Private - Not UU,
