Postcode,Raised Date,Flooding Cause,Location Of Flooding
PL1 5,2022-08-08,Blockage - Paper rag,Garden/Yard
TR1 3,2022-08-08,Blockage - Paper rag,Garden/Yard
PL6 5,2022-08-08,Blockage - Paper rag,Garden/Yard
EX32 7,2022-08-09,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
PL26 6,2022-08-09,Blockage - Paper rag,Driveway
TQ2 6,2022-08-10,Blockage - Non sewage debris,Driveway
EX20 1,2022-08-10,Blockage - Roots,Garden/Yard
PL19 8,2022-08-10,Blockage - Paper rag,Garden/Yard
PL3 5,2022-08-10,Blockage - Non sewage debris,Garden/Yard
PL32 9,2022-08-11,Blockage - Non sewage debris,Garden/Yard
EX32 8,2022-08-11,Blockage - Roots,Garden/Yard
TQ6 0,2022-08-11,Blockage - Roots,Garden/Yard
EX8 2,2022-08-11,Blockage - Roots,Garden/Yard
EX32 8,2022-08-11,Blockage - Roots,Garden/Yard
PL12 4,2022-08-12,Blockage - Paper rag,Driveway
EX4 5,2022-08-12,Blockage - Roots,Driveway
TQ9 7,2022-08-12,Blockage - Fat,Private Carpark
EX23 8,2022-08-13,Blockage - Paper rag,Garden/Yard
TQ9 7,2022-08-13,Blockage - Fat,Private Carpark
PL27 7,2022-08-13,Blockage - Paper rag,Garden/Yard
PL12 4,2022-08-14,Blockage - Paper rag,Garden/Yard
EX23 9,2022-08-15,Blockage - Fat,Garden/Yard
TQ2 8,2022-08-15,Blockage - Non sewage debris,Garden/Yard
PL31 2,2022-08-15,Collapse/Burst,Garden/Yard
PL1 3,2022-08-15,Blockage - Paper rag,Garden/Yard
PL26 8,2022-08-15,Suspected Hydraulic Overload,Garden/Yard
EX6 6,2022-08-15,Hydraulic Overload,Garden/Yard
EX39 5,2022-08-15,Blockage - Paper rag,Driveway
EX15 1,2022-08-15,Blockage - Fat,Driveway
TQ12 3,2022-08-16,Blockage - Paper rag,Garden/Yard
PL26 8,2022-08-16,Blockage - Paper rag,Garden/Yard
EX35 6,2022-08-16,Blockage - Paper rag,Garden/Yard
TR7 2,2022-08-16,Hydraulic Overload,Garden/Yard
TR7 2,2022-08-16,Blockage - Silt,Garden/Yard
EX31 2,2022-08-16,Hydraulic Overload,Garden/Yard
EX23 9,2022-08-16,Blockage - Non sewage debris,Garden/Yard
EX33 1,2022-08-16,Blockage - Paper rag,Driveway
PL17 7,2022-08-16,Blockage - Fat,Garden/Yard
EX16 6,2022-08-16,Blockage - Paper rag,Garden/Yard
EX38 8,2022-08-16,Hydraulic Overload,Private Carpark
TQ6 0,2022-08-16,Blockage - Fat,Garden/Yard
TQ13 7,2022-08-16,Suspected Hydraulic Overload,Driveway
TQ13 7,2022-08-16,Suspected Hydraulic Overload,Garden/Yard
EX8 5,2022-08-16,Blockage - Roots,Garden/Yard
TQ13 7,2022-08-16,Suspected Hydraulic Overload,Garden/Yard
EX8 5,2022-08-16,Blockage - Paper rag,Garden/Yard
TA22 9,2022-08-17,Hydraulic Overload,Garden/Yard
PL20 7,2022-08-17,Suspected Hydraulic Overload,Garden/Yard
PL12 6,2022-08-17,Blockage - Paper rag,Driveway
PL6 7,2022-08-17,Blockage - Paper rag,Garden/Yard
PL27 6,2022-08-17,Blockage - Paper rag,Garden/Yard
EX39 5,2022-08-17,Blockage - Paper rag,Garden/Yard
EX17 4,2022-08-17,Blockage - Non sewage debris,Garden/Yard
EX7 0,2022-08-17,Hydraulic Overload,Garden/Yard
EX17 4,2022-08-17,Blockage - Non sewage debris,Garden/Yard
TA22 9,2022-08-17,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
EX17 4,2022-08-17,Blockage - Non sewage debris,Garden/Yard
PL25 3,2022-08-18,Blockage - Paper rag,Garden/Yard
PL26 6,2022-08-18,Blockage - Roots,Garden/Yard
TQ12 3,2022-08-18,Hydraulic Overload,Driveway
EX4 9,2022-08-18,Blockage - Paper rag,Garden/Yard
PL26 8,2022-08-19,Blockage - Non sewage debris,Garden/Yard
EX9 6,2022-08-19,Blockage - Paper rag,Garden/Yard
PL6 7,2022-08-19,Blockage - Non sewage debris,Garden/Yard
PL1 5,2022-08-19,Blockage - Paper rag,Garden/Yard
PL13 2,2022-08-20,Blockage - Roots,Garden/Yard
TR15 2,2022-08-20,Blockage - Paper rag,Garden/Yard
PL24 2,2022-08-20,Blockage - Fat,Driveway
EX39 4,2022-08-21,Blockage - Paper rag,Driveway
PL5 3,2022-08-21,Blockage - Paper rag,Garden/Yard
PL5 1,2022-08-21,Blockage - Paper rag,Driveway
EX39 3,2022-08-22,Blockage - Paper rag,Garden/Yard
PL24 2,2022-08-22,Blockage - Non sewage debris,Garden/Yard
PL15 9,2022-08-22,Blockage - Roots,Garden/Yard
EX10 0,2022-08-22,Blockage - Roots,Driveway
PL25 4,2022-08-22,Blockage - Paper rag,Garden/Yard
PL26 7,2022-08-23,Blockage - Paper rag,Garden/Yard
TR11 2,2022-08-23,Collapse/Burst,Garden/Yard
TQ13 8,2022-08-23,Blockage - Paper rag,Garden/Yard
TQ2 6,2022-08-24,Blockage - Non sewage debris,Garden/Yard
TR1 1,2022-08-24,Blockage - Paper rag,Garden/Yard
TR26 3,2022-08-24,Blockage - Non sewage debris,Driveway
TQ12 5,2022-08-24,Blockage - Non sewage debris,Garden/Yard
TR7 2,2022-08-25,Blockage - Fat,Garden/Yard
TQ1 1,2022-08-25,Blockage - Non sewage debris,Garden/Yard
TQ2 6,2022-08-25,Blockage - Paper rag,Garden/Yard
TR12 7,2022-08-25,Blockage - Non sewage debris,Garden/Yard
PL20 7,2022-08-25,Blockage - Paper rag,Garden/Yard
TQ13 0,2022-08-26,Blockage - Roots,Garden/Yard
EX32 8,2022-08-26,Blockage - Paper rag,Garden/Yard
TR13 8,2022-08-26,Blockage - Non sewage debris,Garden/Yard
EX39 1,2022-08-27,Blockage - Paper rag,Garden/Yard
EX31 4,2022-08-27,Blockage - Non sewage debris,Garden/Yard
EX14 2,2022-08-27,Blockage - Silt,Driveway
TR15 1,2022-08-28,Blockage - Non sewage debris,Garden/Yard
PL21 9,2022-08-29,Blockage - Paper rag,Garden/Yard
EX39 2,2022-08-29,Blockage - Paper rag,Garden/Yard
TR26 2,2022-08-29,Blockage - Non sewage debris,Garden/Yard
TQ7 3,2022-08-29,Blockage - Roots,Garden/Yard
EX7 9,2022-08-29,Blockage - Paper rag,Garden/Yard
PL21 9,2022-08-29,Blockage - Paper rag,Garden/Yard
EX17 2,2022-08-30,Blockage - Paper rag,Garden/Yard
TR18 5,2022-08-30,Blockage - Non sewage debris,Garden/Yard
PL29 3,2022-08-30,Blockage - Paper rag,Garden/Yard
EX14 4,2022-08-30,Blockage - Paper rag,Driveway
EX12 2,2022-08-31,Blockage - Roots,Garden/Yard
TQ8 8,2022-08-31,Blockage - Fat,Private Carpark
PL14 3,2022-08-31,Blockage - Paper rag,Garden/Yard
EX17 1,2022-08-31,Blockage - Roots,Driveway
TQ6 9,2022-08-31,Blockage - Paper rag,Garden/Yard
PL27 6,2022-09-01,Blockage - Paper rag,Garden/Yard
TQ7 4,2022-09-01,Blockage - Paper rag,Garden/Yard
TQ14 9,2022-09-01,Blockage - Fat,Garden/Yard
EX17 4,2022-09-01,Blockage - Non sewage debris,Garden/Yard
PL12 5,2022-09-02,Blockage - Paper rag,Garden/Yard
EX1 2,2022-09-02,Blockage - Non sewage debris,Garden/Yard
PL26 8,2022-09-02,Blockage - Non sewage debris,Garden/Yard
EX4 8,2022-09-02,Suspected Hydraulic Overload,Garden/Yard
EX1 3,2022-09-02,Hydraulic Overload,Garden/Yard
EX34 8,2022-09-02,Blockage - Non sewage debris,Garden/Yard
EX1 3,2022-09-03,Hydraulic Overload,Driveway
TR11 4,2022-09-04,Blockage - Paper rag,Driveway
PL7 2,2022-09-04,Blockage - Non sewage debris,Garden/Yard
TR11 4,2022-09-04,Blockage - Non sewage debris,Garden/Yard
PL6 5,2022-09-04,Hydraulic Overload,Driveway
TQ13 7,2022-09-04,Blockage - Paper rag,Garden/Yard
EX16 9,2022-09-04,Hydraulic Overload,Garden/Yard
TQ3 1,2022-09-05,Blockage - Roots,Garden/Yard
PL3 6,2022-09-05,Blockage - Paper rag,Garden/Yard
TQ1 3,2022-09-05,Blockage - Paper rag,Garden/Yard
EX16 4,2022-09-05,Blockage - Non sewage debris,Garden/Yard
EX35 6,2022-09-05,Blockage - Paper rag,Garden/Yard
TR7 2,2022-09-05,Hydraulic Overload,Garden/Yard
PL13 1,2022-09-05,Hydraulic Overload,Garden/Yard
EX39 1,2022-09-05,Hydraulic Overload,Garden/Yard
EX39 2,2022-09-05,Blockage - Paper rag,Garden/Yard
TQ2 8,2022-09-05,Hydraulic Overload,Garden/Yard
EX8 2,2022-09-05,Hydraulic Overload,Garden/Yard
EX8 4,2022-09-05,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
TQ5 9,2022-09-05,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
TQ14 0,2022-09-05,Hydraulic Overload,Garden/Yard
EX13 5,2022-09-05,Blockage - Silt,Driveway
TQ1 1,2022-09-05,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
EX10 0,2022-09-06,Blockage - Roots,Garden/Yard
EX10 9,2022-09-06,Blockage - Paper rag,Garden/Yard
TR9 6,2022-09-06,Hydraulic Overload,Garden/Yard
PL20 7,2022-09-06,Hydraulic Overload,Garden/Yard
PL6 5,2022-09-06,Blockage - Fat,Private Carpark
EX7 9,2022-09-06,Hydraulic Overload,Garden/Yard
PL25 3,2022-09-06,Blockage - Paper rag,Driveway
TR16 6,2022-09-07,Blockage - Paper rag,Garden/Yard
TR3 6,2022-09-07,Suspected Hydraulic Overload,Private Carpark
EX13 5,2022-09-07,Blockage - Roots,Garden/Yard
TQ7 3,2022-09-07,Blockage - Roots,Garden/Yard
TR16 6,2022-09-07,Blockage - Paper rag,Garden/Yard
PL31 1,2022-09-07,Blockage - Paper rag,Garden/Yard
PL20 7,2022-09-07,Blockage - Non sewage debris,Garden/Yard
PL20 7,2022-09-07,Blockage - Non sewage debris,Garden/Yard
PL31 1,2022-09-08,Hydraulic Overload,Garden/Yard
PL25 4,2022-09-08,Blockage - Paper rag,Garden/Yard
PL11 3,2022-09-08,Blockage - Paper rag,Garden/Yard
EX20 1,2022-09-09,Blockage - Roots,Garden/Yard
EX23 8,2022-09-09,Blockage - Roots,Driveway
PL30 5,2022-09-10,Blockage - Non sewage debris,Garden/Yard
TR12 6,2022-09-10,Collapse/Burst,Garden/Yard
TQ13 7,2022-09-10,Blockage - Paper rag,Garden/Yard
TR27 5,2022-09-10,Blockage - Roots,Garden/Yard
PL25 5,2022-09-10,Blockage - Roots,Garden/Yard
PL30 5,2022-09-10,Blockage - Non sewage debris,Garden/Yard
EX4 4,2022-09-11,Blockage - Roots,Garden/Yard
EX5 4,2022-09-11,Blockage - Roots,Garden/Yard
EX4 9,2022-09-11,Blockage - Roots,Garden/Yard
TQ13 9,2022-09-11,Blockage - Paper rag,Garden/Yard
TR13 8,2022-09-13,Blockage - Paper rag,Garden/Yard
PL5 4,2022-09-14,Hydraulic Overload,Driveway
EX20 2,2022-09-14,Blockage - Paper rag,Private Carpark
PL14 6,2022-09-15,Blockage - Paper rag,Garden/Yard
EX16 5,2022-09-18,Blockage - Paper rag,Garden/Yard
TQ7 3,2022-09-18,Blockage - Roots,Driveway
TR7 3,2022-09-18,Blockage - Paper rag,Garden/Yard
PL14 6,2022-09-19,Blockage - Silt,Garden/Yard
TQ1 4,2022-09-19,Blockage - Paper rag,Driveway
PL26 7,2022-09-20,Blockage - Non sewage debris,Garden/Yard
EX12 3,2022-09-20,Blockage - Non sewage debris,Garden/Yard
PL24 2,2022-09-20,Blockage - Non sewage debris,Garden/Yard
EX12 3,2022-09-20,Blockage - Non sewage debris,Garden/Yard
EX5 1,2022-09-21,Blockage - Paper rag,Garden/Yard
EX4 2,2022-09-21,Blockage - Paper rag,Garden/Yard
EX13 5,2022-09-22,Blockage - Non sewage debris,Garden/Yard
PL14 4,2022-09-23,Blockage - Paper rag,Driveway
TR16 4,2022-09-23,Blockage - Non sewage debris,Driveway
TQ13 0,2022-09-23,Blockage - Non sewage debris,Garden/Yard
PL1 4,2022-09-23,Blockage - Fat,Garden/Yard
EX14 3,2022-09-25,Blockage - Paper rag,Garden/Yard
TR11 2,2022-09-25,Collapse/Burst,Garden/Yard
TQ1 1,2022-09-25,Blockage - Roots,Garden/Yard
TR16 4,2022-09-25,Blockage - Paper rag,Garden/Yard
TQ4 7,2022-09-26,Blockage - Paper rag,Garden/Yard
PL19 8,2022-09-26,Blockage - Paper rag,Garden/Yard
PL26 8,2022-09-26,Blockage - Paper rag,Garden/Yard
TQ9 5,2022-09-26,Blockage - Paper rag,Garden/Yard
EX4 5,2022-09-26,Blockage - Paper rag,Garden/Yard
PL22 0,2022-09-27,Blockage - Paper rag,Garden/Yard
PL25 5,2022-09-27,Blockage - Paper rag,Garden/Yard
TQ7 1,2022-09-28,Blockage - Non sewage debris,Driveway
TQ2 7,2022-09-28,Blockage - Paper rag,Garden/Yard
EX2 8,2022-09-29,Blockage - Fat,Driveway
PL34 0,2022-09-29,Blockage - Non sewage debris,Garden/Yard
TR14 8,2022-09-29,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
EX2 6,2022-09-29,Blockage - Paper rag,Garden/Yard
TR11 5,2022-09-29,Blockage - Roots,Garden/Yard
TQ7 2,2022-09-30,Blockage - Paper rag,Garden/Yard
TQ9 5,2022-10-01,Blockage - Roots,Garden/Yard
PL14 5,2022-10-01,Blockage - Paper rag,Garden/Yard
TQ12 5,2022-10-01,Blockage - Paper rag,Driveway
PL19 8,2022-10-02,Blockage - Paper rag,Garden/Yard
TQ12 6,2022-10-02,Blockage - Non sewage debris,Garden/Yard
EX39 2,2022-10-03,Blockage - Paper rag,Garden/Yard
PL25 5,2022-10-03,Blockage - Paper rag,Driveway
TQ14 9,2022-10-04,Blockage - Paper rag,Garden/Yard
EX2 5,2022-10-04,Blockage - Roots,Garden/Yard
TQ7 3,2022-10-04,Blockage - Roots,Garden/Yard
TQ5 9,2022-10-04,Blockage - Paper rag,Driveway
TR14 7,2022-10-04,Blockage - Non sewage debris,Garden/Yard
TR27 5,2022-10-05,Blockage - Non sewage debris,Garden/Yard
EX32 0,2022-10-05,Blockage - Roots,Garden/Yard
TR27 5,2022-10-05,Blockage - Non sewage debris,Driveway
PL21 0,2022-10-06,Blockage - Roots,Garden/Yard
PL21 0,2022-10-06,Blockage - Paper rag,Garden/Yard
PL6 8,2022-10-06,Blockage - Paper rag,Driveway
PL5 3,2022-10-07,Blockage - Paper rag,Garden/Yard
TR27 5,2022-10-07,Blockage - Non sewage debris,Garden/Yard
TR12 7,2022-10-08,Blockage - Roots,Garden/Yard
PL14 6,2022-10-08,Blockage - Paper rag,Garden/Yard
EX15 2,2022-10-08,Blockage - Roots,Garden/Yard
TQ5 8,2022-10-08,Blockage - Paper rag,Garden/Yard
TQ14 9,2022-10-08,Blockage - Roots,Driveway
PL8 2,2022-10-09,Blockage - Paper rag,Driveway
PL21 0,2022-10-09,Blockage - Paper rag,Garden/Yard
PL20 7,2022-10-09,Blockage - Paper rag,Garden/Yard
TR27 4,2022-10-09,Blockage - Paper rag,Garden/Yard
TQ12 1,2022-10-10,Blockage - Non sewage debris,Garden/Yard
TR4 9,2022-10-10,Blockage - Paper rag,Garden/Yard
PL4 8,2022-10-10,Blockage - Paper rag,Garden/Yard
EX16 6,2022-10-10,Blockage - Paper rag,Garden/Yard
PL25 3,2022-10-11,Blockage - Non sewage debris,Garden/Yard
PL18 9,2022-10-11,Blockage - Paper rag,Driveway
TQ5 9,2022-10-11,Blockage - Paper rag,Driveway
PL13 1,2022-10-12,Blockage - Paper rag,Garden/Yard
PL14 6,2022-10-12,Blockage - Paper rag,Garden/Yard
PL6 6,2022-10-12,Blockage - Paper rag,Garden/Yard
PL21 0,2022-10-12,Blockage - Paper rag,Garden/Yard
PL7 5,2022-10-12,Blockage - Paper rag,Driveway
PL6 8,2022-10-12,Blockage - Paper rag,Garden/Yard
TR19 6,2022-10-12,Blockage - Non sewage debris,Driveway
EX21 5,2022-10-13,Blockage - Paper rag,Private Carpark
PL22 0,2022-10-13,Blockage - Non sewage debris,Garden/Yard
PL2 3,2022-10-13,Blockage - Paper rag,Garden/Yard
PL22 0,2022-10-13,Collapse/Burst,Garden/Yard
PL9 9,2022-10-13,Blockage - Paper rag,Garden/Yard
EX17 1,2022-10-14,Blockage - Paper rag,Garden/Yard
TR15 3,2022-10-14,Blockage - Paper rag,Garden/Yard
TQ2 8,2022-10-16,Blockage - Paper rag,Garden/Yard
TQ9 7,2022-10-17,Blockage - Roots,Garden/Yard
PL6 6,2022-10-17,Blockage - Non sewage debris,Driveway
TQ4 5,2022-10-17,Blockage - Non sewage debris,Driveway
EX2 6,2022-10-17,Hydraulic Overload,Garden/Yard
TR15 3,2022-10-17,Blockage - Paper rag,Garden/Yard
EX38 7,2022-10-18,Blockage - Paper rag,Garden/Yard
TQ1 3,2022-10-18,Blockage - Roots,Driveway
TQ5 9,2022-10-19,Blockage - Fat,Garden/Yard
TQ14 0,2022-10-19,Hydraulic Overload,Garden/Yard
TR26 2,2022-10-19,Blockage - Paper rag,Garden/Yard
PL2 2,2022-10-19,Blockage - Paper rag,Driveway
TQ1 4,2022-10-19,Blockage - Paper rag,Garden/Yard
EX7 9,2022-10-19,Blockage - Paper rag,Garden/Yard
PL7 1,2022-10-19,Blockage - Paper rag,Garden/Yard
TR4 8,2022-10-19,Blockage - Roots,Garden/Yard
TR11 5,2022-10-20,Blockage - Roots,Driveway
TR18 2,2022-10-20,Blockage - Paper rag,Garden/Yard
TQ12 4,2022-10-20,Blockage - Paper rag,Driveway
PL14 3,2022-10-20,Blockage - Non sewage debris,Garden/Yard
TQ3 1,2022-10-21,Blockage - Paper rag,Garden/Yard
TQ14 8,2022-10-21,Blockage - Fat,Garden/Yard
TR7 2,2022-10-21,Blockage - Paper rag,Garden/Yard
EX17 3,2022-10-21,Partial Collapse,Garden/Yard
TQ3 3,2022-10-21,Blockage - Paper rag,Garden/Yard
PL25 3,2022-10-21,Third Party Damage,Garden/Yard
PL25 3,2022-10-21,Blockage - Paper rag,Garden/Yard
PL14 3,2022-10-21,Blockage - Non sewage debris,Garden/Yard
PL31 1,2022-10-21,Blockage - Roots,Driveway
PL14 3,2022-10-22,Blockage - Paper rag,Garden/Yard
EX8 3,2022-10-22,Blockage - Roots,Garden/Yard
TQ1 2,2022-10-22,Blockage - Non sewage debris,Garden/Yard
EX4 8,2022-10-23,Hydraulic Overload,Garden/Yard
PL6 7,2022-10-23,Blockage - Non sewage debris,Garden/Yard
EX5 4,2022-10-23,Blockage - Paper rag,Garden/Yard
EX7 9,2022-10-23,Hydraulic Overload,Driveway
EX31 2,2022-10-23,Blockage - Non sewage debris,Garden/Yard
TQ1 4,2022-10-23,Blockage - Paper rag,Garden/Yard
TQ5 9,2022-10-23,Blockage - Paper rag,Garden/Yard
PL25 3,2022-10-23,Blockage - Non sewage debris,Driveway
PL6 8,2022-10-23,Blockage - Paper rag,Garden/Yard
TQ2 7,2022-10-24,Hydraulic Overload,Garden/Yard
TQ14 8,2022-10-24,Blockage - Roots,Driveway
TQ5 8,2022-10-24,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
PL19 9,2022-10-24,Blockage - Paper rag,Garden/Yard
TQ2 7,2022-10-24,Hydraulic Overload,Garden/Yard
TQ10 9,2022-10-25,Blockage - Paper rag,Garden/Yard
EX14 3,2022-10-25,Blockage - Non sewage debris,Garden/Yard
TQ3 3,2022-10-25,Blockage - Paper rag,Garden/Yard
PL15 9,2022-10-26,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
PL25 5,2022-10-26,Blockage - Paper rag,Garden/Yard
PL18 9,2022-10-26,Blockage - Roots,Garden/Yard
EX10 9,2022-10-27,Blockage - Paper rag,Garden/Yard
TR1 1,2022-10-27,Blockage - Paper rag,Garden/Yard
EX39 5,2022-10-27,Blockage - Paper rag,Garden/Yard
PL25 4,2022-10-27,Blockage - Non sewage debris,Garden/Yard
TQ14 8,2022-10-27,Blockage - Fat,Detached Garage/Store (& garages without internal connecting door to property)
PL25 3,2022-10-27,Blockage - Paper rag,Garden/Yard
TR18 2,2022-10-28,Blockage - Non sewage debris,Garden/Yard
TQ2 5,2022-10-28,Blockage - Roots,Garden/Yard
PL5 3,2022-10-28,Blockage - Non sewage debris,Garden/Yard
TR7 3,2022-10-28,Blockage - Paper rag,Garden/Yard
EX21 5,2022-10-29,Blockage - Paper rag,Garden/Yard
PL3 6,2022-10-29,Blockage - Paper rag,Garden/Yard
EX13 5,2022-10-29,Blockage - Paper rag,Garden/Yard
TQ7 3,2022-10-29,Blockage - Paper rag,Garden/Yard
PL13 2,2022-10-29,Blockage - Roots,Garden/Yard
PL19 9,2022-10-30,Blockage - Fat,Garden/Yard
TR15 3,2022-10-30,Blockage - Non sewage debris,Garden/Yard
TR12 6,2022-10-30,Blockage - Non sewage debris,Garden/Yard
PL21 0,2022-10-30,Blockage - Paper rag,Garden/Yard
PL19 9,2022-10-30,Blockage - Fat,Driveway
EX36 4,2022-10-31,Blockage - Paper rag,Garden/Yard
TQ1 3,2022-10-31,Blockage - Non sewage debris,Driveway
PL32 9,2022-10-31,Blockage - Non sewage debris,Garden/Yard
PL15 9,2022-10-31,Blockage - Paper rag,Garden/Yard
PL2 2,2022-11-01,Blockage - Paper rag,Driveway
EX14 1,2022-11-01,Blockage - Non sewage debris,Garden/Yard
TQ5 8,2022-11-01,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
TR12 7,2022-11-01,Hydraulic Overload,Garden/Yard
TQ13 0,2022-11-01,Blockage - Paper rag,Garden/Yard
PL15 9,2022-11-01,Blockage - Non sewage debris,Garden/Yard
PL21 0,2022-11-01,Blockage - Paper rag,Garden/Yard
TQ14 8,2022-11-02,Blockage - Roots,Garden/Yard
PL21 0,2022-11-02,Blockage - Non sewage debris,Garden/Yard
EX32 8,2022-11-02,Blockage - Roots,Garden/Yard
TR16 6,2022-11-02,Blockage - Paper rag,Garden/Yard
TR11 2,2022-11-02,Blockage - Non sewage debris,Garden/Yard
PL6 5,2022-11-02,Blockage - Roots,Garden/Yard
PL19 9,2022-11-02,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
TQ5 8,2022-11-02,Blockage - Non sewage debris,Detached Garage/Store (& garages without internal connecting door to property)
TQ7 3,2022-11-02,Blockage - Roots,Garden/Yard
TR11 2,2022-11-02,Blockage - Non sewage debris,Garden/Yard
TQ5 8,2022-11-03,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
PL25 5,2022-11-03,Suspected Hydraulic Overload,Garden/Yard
TR12 7,2022-11-03,Hydraulic Overload,Garden/Yard
PL5 3,2022-11-03,Blockage - Paper rag,Garden/Yard
TR18 4,2022-11-03,Blockage - Fat,Garden/Yard
TR26 2,2022-11-03,Blockage - Non sewage debris,Garden/Yard
TR26 2,2022-11-03,Blockage - Non sewage debris,Garden/Yard
EX17 3,2022-11-04,Blockage - Roots,Driveway
TR4 8,2022-11-04,Blockage - Roots,Garden/Yard
TQ9 7,2022-11-04,Blockage - Non sewage debris,Garden/Yard
EX4 1,2022-11-04,Blockage - Paper rag,Garden/Yard
EX10 0,2022-11-05,Blockage - Roots,Garden/Yard
TQ11 0,2022-11-05,Blockage - Paper rag,Garden/Yard
EX11 1,2022-11-06,Blockage - Roots,Driveway
PL19 8,2022-11-06,Blockage - Paper rag,Garden/Yard
PL21 0,2022-11-06,Blockage - Non sewage debris,Garden/Yard
PL14 5,2022-11-06,Blockage - Paper rag,Driveway
TQ12 4,2022-11-06,Blockage - Roots,Garden/Yard
PL26 8,2022-11-06,Blockage - Paper rag,Driveway
TQ12 1,2022-11-06,Blockage - Paper rag,Garden/Yard
EX2 7,2022-11-06,Blockage - Fat,Garden/Yard
PL21 0,2022-11-06,Blockage - Non sewage debris,Garden/Yard
PL14 5,2022-11-07,Blockage - Paper rag,Driveway
EX39 5,2022-11-07,Blockage - Non sewage debris,Driveway
EX34 7,2022-11-07,Blockage - Paper rag,Driveway
EX32 7,2022-11-07,Blockage - Paper rag,Garden/Yard
TQ13 8,2022-11-07,Blockage - Paper rag,Garden/Yard
EX16 6,2022-11-08,Blockage - Non sewage debris,Garden/Yard
PL6 7,2022-11-08,Hydraulic Overload,Garden/Yard
EX2 6,2022-11-08,Blockage - Non sewage debris,Garden/Yard
EX31 3,2022-11-08,Blockage - Paper rag,Garden/Yard
TR3 6,2022-11-09,Blockage - Non sewage debris,Garden/Yard
PL25 4,2022-11-09,Blockage - Paper rag,Garden/Yard
PL9 9,2022-11-09,Blockage - Paper rag,Driveway
TR13 9,2022-11-09,Blockage - Paper rag,Garden/Yard
TQ14 8,2022-11-10,Blockage - Paper rag,Garden/Yard
TR7 3,2022-11-10,Blockage - Paper rag,Garden/Yard
TR15 2,2022-11-10,Blockage - Fat,Garden/Yard
PL14 5,2022-11-10,Third Party Damage,Garden/Yard
PL14 5,2022-11-10,Third Party Damage,Garden/Yard
TR11 5,2022-11-11,Blockage - Non sewage debris,Driveway
TQ5 0,2022-11-11,Blockage - Paper rag,Garden/Yard
PL31 2,2022-11-11,Blockage - Paper rag,Garden/Yard
PL2 1,2022-11-11,Blockage - Paper rag,Garden/Yard
PL31 1,2022-11-11,Blockage - Paper rag,Garden/Yard
EX2 8,2022-11-12,Blockage - Non sewage debris,Garden/Yard
EX20 1,2022-11-12,Blockage - Paper rag,Garden/Yard
TR1 3,2022-11-12,Blockage - Paper rag,Garden/Yard
EX31 2,2022-11-12,Blockage - Non sewage debris,Garden/Yard
DT7 3,2022-11-12,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
EX12 2,2022-11-12,Blockage - Paper rag,Garden/Yard
TR12 6,2022-11-12,Blockage - Paper rag,Garden/Yard
PL18 9,2022-11-12,Blockage - Paper rag,Driveway
EX12 2,2022-11-12,Blockage - Paper rag,Garden/Yard
TQ7 2,2022-11-13,Blockage - Paper rag,Garden/Yard
TR11 5,2022-11-13,Blockage - Paper rag,Garden/Yard
TR11 4,2022-11-13,Blockage - Paper rag,Garden/Yard
PL6 8,2022-11-13,Blockage - Paper rag,Garden/Yard
TR11 5,2022-11-13,Blockage - Paper rag,Garden/Yard
TQ5 0,2022-11-14,Sewer Condition,Garden/Yard
PL6 5,2022-11-14,Sewer Condition,Garden/Yard
PL27 6,2022-11-14,Blockage - Paper rag,Driveway
TR11 3,2022-11-14,Blockage - Non sewage debris,Garden/Yard
PL26 6,2022-11-14,Blockage - Roots,Garden/Yard
EX4 8,2022-11-14,Blockage - Non sewage debris,Garden/Yard
TQ7 3,2022-11-14,Blockage - Roots,Driveway
TR1 3,2022-11-14,Blockage - Paper rag,Garden/Yard
TQ12 1,2022-11-14,Blockage - Paper rag,Garden/Yard
PL25 3,2022-11-15,Blockage - Non sewage debris,Garden/Yard
TR18 4,2022-11-15,Blockage - Paper rag,Garden/Yard
PL12 5,2022-11-15,Blockage - Paper rag,Garden/Yard
PL3 4,2022-11-15,Blockage - Paper rag,Garden/Yard
EX4 8,2022-11-15,Blockage - Non sewage debris,Garden/Yard
TR12 7,2022-11-15,Blockage - Non sewage debris,Garden/Yard
PL19 0,2022-11-15,Blockage - Roots,Garden/Yard
EX33 2,2022-11-16,Blockage - Roots,Garden/Yard
PL7 1,2022-11-16,Blockage - Paper rag,Garden/Yard
EX39 2,2022-11-16,Blockage - Roots,Garden/Yard
TR26 1,2022-11-16,Hydraulic Overload,Garden/Yard
