Postcode,Raised Date,Flooding Cause,Location Of Flooding
EX12 2,2023-12-04,Blockage - Roots,Driveway
EX13 5,2023-12-04,Hydraulic Overload,Garden/Yard
EX13 5,2023-12-04,Blockage - Paper rag,Garden/Yard
DT7 3,2023-12-04,Hydraulic Overload,Garden/Yard
PL7 2,2023-12-04,Blockage - Paper rag,Garden/Yard
TR12 7,2023-12-04,Sewer Condition,Garden/Yard
EX7 9,2023-12-04,Blockage - Non sewage debris,Garden/Yard
PL15 8,2023-12-04,Blockage - Roots,Garden/Yard
TR11 2,2023-12-04,Collapse/Burst,Garden/Yard
EX36 4,2023-12-04,Blockage - Non sewage debris,Garden/Yard
EX14 1,2023-12-04,Blockage - Paper rag,Garden/Yard
EX39 2,2023-12-04,Blockage - Paper rag,Garden/Yard
TR8 5,2023-12-05,Blockage - Paper rag,Garden/Yard
TR11 3,2023-12-05,Blockage - Non sewage debris,Garden/Yard
PL26 8,2023-12-05,Blockage - Paper rag,Garden/Yard
EX6 8,2023-12-05,Blockage - Fat,Garden/Yard
TQ2 6,2023-12-06,Blockage - Paper rag,Driveway
TR16 4,2023-12-06,Blockage - Non sewage debris,Garden/Yard
TR19 6,2023-12-06,Blockage - Non sewage debris,Garden/Yard
PL25 5,2023-12-07,Sewer Condition,Garden/Yard
EX4 4,2023-12-07,Blockage - Roots,Garden/Yard
EX14 9,2023-12-07,Blockage - Paper rag,Garden/Yard
PL7 4,2023-12-07,Hydraulic Overload,Private Carpark
TR12 7,2023-12-07,Hydraulic Overload,Garden/Yard
PL18 9,2023-12-07,Hydraulic Overload,Garden/Yard
PL17 8,2023-12-08,Hydraulic Overload,Garden/Yard
EX4 1,2023-12-08,Blockage - Non sewage debris,Driveway
EX4 6,2023-12-08,Blockage - Paper rag,Garden/Yard
EX7 9,2023-12-08,Blockage - Roots,Garden/Yard
PL15 7,2023-12-08,Blockage - Roots,Garden/Yard
PL24 2,2023-12-08,Blockage - Paper rag,Driveway
PL15 7,2023-12-08,Blockage - Roots,Garden/Yard
TR11 2,2023-12-09,Collapse/Burst,Garden/Yard
EX20 1,2023-12-09,Blockage - Paper rag,Garden/Yard
PL7 4,2023-12-09,Blockage - Paper rag,Private Carpark
PL12 4,2023-12-09,Blockage - Paper rag,Garden/Yard
TR19 6,2023-12-10,Blockage - Paper rag,Garden/Yard
EX31 2,2023-12-10,Blockage - Paper rag,Garden/Yard
PL14 5,2023-12-10,Blockage - Paper rag,Garden/Yard
TR15 1,2023-12-10,Blockage - Paper rag,Garden/Yard
PL14 4,2023-12-10,Hydraulic Overload,Driveway
EX2 6,2023-12-11,Blockage - Non sewage debris,Garden/Yard
PL25 3,2023-12-11,Blockage - Paper rag,Garden/Yard
TQ7 2,2023-12-11,Hydraulic Overload,Driveway
PL25 3,2023-12-11,Blockage - Paper rag,Garden/Yard
EX39 1,2023-12-12,Blockage - Non sewage debris,Garden/Yard
TR16 6,2023-12-12,Blockage - Paper rag,Garden/Yard
TQ9 6,2023-12-12,Blockage - Paper rag,Private Carpark
PL3 4,2023-12-12,Blockage - Paper rag,Garden/Yard
PL19 9,2023-12-12,Collapse/Burst,Garden/Yard
TQ3 2,2023-12-12,Blockage - Paper rag,Garden/Yard
EX18 7,2023-12-12,Blockage - Paper rag,Garden/Yard
PL28 8,2023-12-13,Blockage - Non sewage debris,Garden/Yard
PL21 0,2023-12-13,Blockage - Paper rag,Garden/Yard
PL25 3,2023-12-13,Blockage - Paper rag,Garden/Yard
TR14 8,2023-12-14,Blockage - Paper rag,Garden/Yard
TQ12 1,2023-12-14,Collapse/Burst,Garden/Yard
PL7 1,2023-12-14,Blockage - Paper rag,Garden/Yard
EX17 3,2023-12-14,Blockage - Non sewage debris,Driveway
EX4 5,2023-12-15,Blockage - Roots,Driveway
TQ7 1,2023-12-15,Blockage - Non sewage debris,Garden/Yard
PL14 4,2023-12-15,Blockage - Paper rag,Garden/Yard
TR7 1,2023-12-15,Blockage - Paper rag,Garden/Yard
EX15 2,2023-12-15,Hydraulic Overload,Garden/Yard
TQ11 0,2023-12-16,Blockage - Paper rag,Private Carpark
EX39 3,2023-12-16,Blockage - Paper rag,Garden/Yard
PL26 6,2023-12-17,Blockage - Silt,Garden/Yard
EX15 2,2023-12-17,Equipment Failure,Driveway
PL31 1,2023-12-17,Blockage - Non sewage debris,Garden/Yard
EX31 2,2023-12-17,Blockage - Non sewage debris,Driveway
TR18 2,2023-12-18,Blockage - Paper rag,Garden/Yard
TR15 2,2023-12-18,Blockage - Paper rag,Driveway
TQ3 3,2023-12-18,Blockage - Paper rag,Garden/Yard
TR4 8,2023-12-18,Blockage - Paper rag,Garden/Yard
EX4 8,2023-12-19,Collapse/Burst,Garden/Yard
TQ7 4,2023-12-19,Sewer Condition,Garden/Yard
PL14 4,2023-12-19,Blockage - Silt,Driveway
PL30 5,2023-12-19,Blockage - Paper rag,Garden/Yard
PL17 7,2023-12-19,Blockage - Fat,Driveway
EX23 8,2023-12-19,Blockage - Paper rag,Garden/Yard
EX38 8,2023-12-19,Blockage - Paper rag,Garden/Yard
EX23 8,2023-12-19,Blockage - Paper rag,Garden/Yard
TQ9 5,2023-12-19,Blockage - Paper rag,Garden/Yard
PL30 5,2023-12-19,Blockage - Paper rag,Garden/Yard
PL14 3,2023-12-20,Blockage - Non sewage debris,Garden/Yard
EX22 7,2023-12-20,Blockage - Paper rag,Garden/Yard
EX23 8,2023-12-20,Blockage - Paper rag,Garden/Yard
